,chanel,text,date_time
0,'BBC News | Русская служба',Эмбарго ЕС на нефть из России. Сможет ли Москва обходить санкции? На этот вопрос в нашем подкасте отвечает корреспондент Би-би-си Алексей Калмыков.,2022-05-07 13:40:00
1,'Военный Осведомитель',"Украинское оперативное командование «Юг» сообщает, что по Одесской области был нанесен ракетный удар 4 крылатыми ракетами с применением стратегической авиации.В результате удара есть повреждения инфраструктуры.",2022-05-07 01:43:00
2,'Типичный Донецк',Шумно в Донецке   |  ,2022-05-07 04:52:00
3,'Типичный Донецк',Перекличка по районам!  |  ,2022-05-07 03:24:00
4,'Караульный Z',В Арцизе под Одессой есть прилёт.Оттуда с аэродрома Байрактары запускали. Теперь не будут.,2022-05-07 02:38:00
5,'Караульный Z',МИД: Нападение на дом российских журналистов в Берлине - прямое следствие развязанной на Западе травли российских СМИ.,2022-05-07 00:53:00
6,'Караульный Z',В Берлине предотвращена вероятная попытка осуществления теракта в отношении российских журналистов и членов их семей — посольство РФ,2022-05-07 00:30:00
7,'Караульный Z', Из «Азовстали» в Мариуполе сегодня эвакуировали ещё 50 человек — штаб территориальной обороны ДНР,2022-05-07 11:45:00
8,'Караульный Z', В генеральной репетиции Парада Победы принял участие парадный расчёт участников спецоперации по защите Донбасса,2022-05-07 11:11:00
9,'Милитарист',"И снова директор ЦРУ Бернс: по его словам, Китай внимательно изучает опыт боевых действий на Украине в контексте своих намерений относительно Тайваня",2022-05-07 19:52:00
10,'Милитарист',"Президент Южной Кореи Юн Сок Ёль заявил сегодня: «Мы можем встретиться с Ким Чен Ыном. Но если такие встречи носят исключительно демонстрационный характер и не приносят ощутимых результатов, то они не помогут Пхеньяну в денуклеаризации и развитии»",2022-05-07 19:16:00
11,'Милитарист',"Украинские источники сообщают, что для удара по военно-экономическим объектам Украины группировка ВКС России составила 20 самолетов - это максимальное число за все время Специальной операции",2022-05-07 15:36:00
12,'Милитарист',Сообщают о ракетных ударах в Хмельницкой области,2022-05-07 14:45:00
13,'Милитарист',"Мировые цены на лук с прошлого года выросли на 130%, что также способствует инфляции в глобальном масштабе",2022-05-07 12:48:00
14,'Милитарист',Талибы своим указом предписали женщинам носить чадру в общественных местах,2022-05-07 11:28:00
15,'Милитарист',КНДР запустила баллистическую ракету в сторону Японского моря,2022-05-07 08:34:00
16,'Репортер Украина Война Новости',Сообщают о взрывах в Ивано-Франковской области,2022-05-07 15:24:00
17,'Репортер Украина Война Новости',"Хмельницкая область, слышно взрывы!",2022-05-07 14:43:00
18,'Репортер Украина Война Новости',Взрывы в Николаевской области.,2022-05-07 14:41:00
19,'Репортер Украина Война Новости',Сообщают о сильных взрывах в Сумской области.,2022-05-07 14:40:00
20,'БелВПО',Уничтожение бандеровской понтонной переправы в Харьковской области,2022-05-07 20:05:00
21,'БелВПО',Пишут о сильных взрывах в Сумской области!,2022-05-07 14:42:00
22,'IRPIN LIFE',"Криза сприйняття втрат у рф почнеться після 80 000 загиблих, — Арестович",2022-05-07 00:32:00
23,'Новини.LIVE Odesa'," Рашисти вдарили по Одесі шістьма ракетами. ПодробиціПри цьому ворог застосував стратегічну авіацію, повідомили в ОК «Південь».Чотири ракети влучили в приватне підприємство з  виготовлення меблів. У житловому районі ударною хвилею та уламками понівечено багатоповерхівки. Ще дві ракети уразили пошкоджену раніше злітно-посадкову смугу та привод керування польотами Одеського аеропорту.Пожежу на площі близько 900 кв.м ліквідували. Завали розбирають понад 60 рятувальників. Постраждалих наразі немає.",2022-05-07 17:27:00
24,'Новини.LIVE Odesa', ВІДБІЙ ПОВІТРЯНОЇ ТРИВОГИ!,2022-05-07 15:40:00
25,'Новини.LIVE Odesa'," В Одесі було чутно вибухи. Попередньо відомо про «приліт» в одному з районів міста. Тримаймося, одесити!",2022-05-07 14:35:00
26,'Новини.LIVE Odesa'," Окупанти вдарили чотирма ракетами по ОдещиніПро це зазначили в ОК «Південь».«По Одещині нанесено ракетний удар 4 крилатими ракетами із застосуванням стратегічної авіації», – йдеться у повідомленні.Постраждалих немає, відомо, що пошкоджена інфраструктура.",2022-05-07 13:36:00
27,'Новини.LIVE Odesa', УВАГА! В ОДЕСІ ПОВІТРЯНА ТРИВОГА!,2022-05-07 13:18:00
28,'Новини.LIVE Odesa', УВАГА! ВІДБІЙ ПОВІТРЯНОЇ ТРИВОГИ!,2022-05-07 12:03:00
29,'Новини.LIVE Odesa'," В Одеській області знищили ворожий ударний безпілотник «Форпост»!Зранку 7 травня, підрозділи повітряного командування «Південь» виявили та знищили черговий розвідувально-ударний БПЛА «Форпост».Безпілотник такого типу оцінюють у понад 7 мільйонів доларів. Він може нести озброєння – контейнер з ракетою ПТРК.  Гарна робота! Дякуємо захисникам Одеси та області!",2022-05-07 11:33:00
30,'Новини.LIVE Odesa', УВАГА! ВІДБІЙ ПОВІТРЯНОЇ ТРИВОГИ!У місті було чутно звуки вибухів,2022-05-07 04:32:00
31,"'Украина Сейчас: новости, война, Россия'","«Всех детей, женщин и людей пожилого возраста эвакуировали с «Азовстали», - министр реинтеграции Верещук ",2022-05-07 19:14:00
32,"'Украина Сейчас: новости, война, Россия'","Вчера во время передачи гражданских для эвакуации из «Азовстали» погибли трое украинских бойцов, еще шестеро получили ранения. ",2022-05-07 19:02:00
33,"'Украина Сейчас: новости, война, Россия'","В Николаеве был прилет, но не по жилому району, - городской голова Александр Сенкевич во время телемарафона UA вместе. ",2022-05-07 18:30:00
34,"'Украина Сейчас: новости, война, Россия'","В сети появилась информация, что россия подняла в воздух больше 20 самолетов!Это рекорд за время войны. Оставайтесь в укрытиях! ",2022-05-07 15:23:00
35,"'Украина Сейчас: новости, война, Россия'","Сообщают о взрыве в Ивано-Франковске!Upd. Есть информация, что это мог быть просто гром  ",2022-05-07 03:18:00
36,"'Украина Сейчас: новости, война, Россия'",Момент пролета ракеты над Черкасской областью  ,2022-05-07 14:53:00
37,"'Украина Сейчас: новости, война, Россия'",В Николаевской и Хмельницкой области сообщают о взрывах! ,2022-05-07 14:44:00
38,"'Украина Сейчас: новости, война, Россия'",Сообщают также о сильном взрыве в Сумской области! ,2022-05-07 14:36:00
39,"'Украина Сейчас: новости, война, Россия'","Жители Одесской области сообщают о нескольких ракетных ударахОфициальных данных пока нет, ждем информации. ",2022-05-07 11:48:00
40,"'Украина Сейчас: новости, война, Россия'","В Краснограде в Харьковской области также был прилётВ результате двух российских ударов в Красноградской общине пострадал объект критической инфраструктуры. Пострадали окрестные здания и автомобили.По предварительным данным, погибших и раненых нет, сообщили в Харьковской областной военной администрации. ",2022-05-07 10:00:00
41,"'Украина Сейчас: новости, война, Россия'","Видео боевой работы Байрактаров ВСУ возле острова Змеиный Один ведет наблюдение с расстояния в 108 километров, второй - поражает военную технику армии РФ.  ",2022-05-07 08:34:00
42,'Верховна Рада України',Країни-агресори вже вкотре прямують  Дякуємо за підтримку!Слава Україні! Героям Слава,2022-05-07 02:35:00
43,'Верховна Рада України',Ситуація на атомних об’єктах УкраїниІнформація щодо Чорнобильської АЕС.,2022-05-07 11:55:00
44,'Верховна Рада України',"Верховна Рада 3 травня звернулася до Конгресу США із закликом визнати росію державою-спонсором тероризму.Центр стратегічних комунікацій пояснює, що це змінить для рф, які це накладає обмеження та до якої компанії може приєднатися москва",2022-05-07 09:12:00
45,'Реальная Война | Украина',"Директор ЦРУ предупредил об опасной фазе войны на востоке Украины По словам Уильяма Джозефа Бёрнса, эта фаза наступления рф не менее опасна, чем начальный этап вторжения.«путин настроен так, что не может позволить себе проиграть, поэтому ставки высоки», - цитирует главу американской разведки The New York Times.",2022-05-07 07:46:00
46,'Реальная Война | Украина'," С Азовстали эвакуировали всех женщин, детей и пожилых людей, - Верещук«Эта часть мариупольской гуманитарной операции завершена», - сообщила вице-премьер.",2022-05-07 19:16:00
47,'Реальная Война | Украина',"Чернігівщина. Місцева жителька розповідає про наслідки приходу російських «асвабадітєлєй»Загиблі цивільні і воїни, фосфорні бомби, зруйновані будинки...",2022-05-07 18:19:00
48,'Реальная Война | Украина',"НАТО не бачить ознак готовності рф до застосування ядерної зброїГенсек НАТО Єнс Столтенберг заявив, що з початку війни в Україні Альянс не помітив змін у російській ядерній стратегії. «Ми чуємо загрозливу ядерну риторику російського керівництва. Це безвідповідально і необдумано. Ядерну війну неможливо виграти і ніколи не слід вести, в тому числі в росії», - додав Столтенберг.Він наголосив, що у НАТО є право допомогати Україні, яка у свою чергу має право себе захищати.",2022-05-07 17:45:00
49,'Реальная Война | Украина',"Генсек НАТО Йенс Столтенберг в интервью Welt am Sonntag прогнозирует жесткое наступление РФ в ближайшие неделиМы должны готовиться к наступлению россиян и еще большей жестокости, еще большим потерям и еще большему разрушению жизненно важной инфраструктуры и жилых районов, - сказал Столтенберг.При этом, по его словам, нынешнее наступление России на Донбассе еще не набрало обороты, потому что украинские войска энергично защищают себя.",2022-05-07 16:57:00
50,'Реальная Война | Украина',"В последнее время Россия обстреливает территорию Украины ракетами Х-101, запуская их со стратегических бомбардировщиков, а также ракетами Х-59, Х-555, П-800 и Точка-У. Судя по всему, российские оккупанты окончательно дошли до стадии неприкосновенного запаса ракет ОТРК «Искандер» и КР «Калибр» и применяют советские запасы.",2022-05-07 16:00:00
51,'Реальная Война | Украина',Появилась инфа о массовом взлете вражеских самолетов. Около 30 единиц.,2022-05-07 03:31:00
52,'Реальная Война | Украина',"На Украину сегодня идет атака с Курской области рф, заявил губернатор Курской области Роман Старовойт.Спешу успокоить жителей наших приграничных районов, которые были взволнованы выстрелами. Сегодня наша авиация работает по наземным целям на сопредельной территории, - заявил он.",2022-05-07 03:30:00
53,'Реальная Война | Украина',О взрывах сообщают также жители Николаевской и Хмельницкой областей,2022-05-07 14:52:00
54,'Реальная Война | Украина',"Сильные взрывы были слышны и в Сумской области, сообщает наш корреспондент.Предварительно, одна ракета была сбита.",2022-05-07 14:35:00
55,'Реальная Война | Украина',Одесса! Взрывы!,2022-05-07 14:17:00
56,'Реальная Война | Украина',Сообщают о громких звуках пролетающих ракет над Одессой. Пройдите в укрытие!,2022-05-07 13:54:00
57,'Реальная Война | Украина',"По Одессе ударили 4 крылатыми ракетами, сообщает оперативное командование «Юг».",2022-05-07 13:42:00
58,'Реальная Война | Украина',Збір закрито! Ви найкращі!,2022-05-07 01:35:00
59,'Реальная Война | Украина',"Жители Одесской области сообщают о нескольких ракетных ударах, сейчас в регионе оглашена воздушная тревога.Проверяем информацию, ждем официальных комментариев, и призываем не публиковать фото последствий прилетов.",2022-05-07 11:53:00
60,'Реальная Война | Украина',Bayraktar TB2 знищує російський десантний катер на острові Зміїному.,2022-05-07 11:24:00
61,'Реальная Война | Украина',"Шановні Українці,наші воїни з 63 ОМБр потребують купівлі мінівена для виконання бойових цілей та рятування побратимів. Для збору остаточної сумми не вистачає 800$Номер карток:Приватбанк4149609010666115Монобанк4441114400981807PayPal",2022-05-07 11:05:00
62,'Реальная Война | Украина',Арестович комментирует 25000 уничтоженных оккупантов.,2022-05-07 10:56:00
63,'Реальная Война | Украина',Также сообщают о прилётах в район Краснограда Харьковской области,2022-05-07 09:25:00
64,'Реальная Война | Украина',В Полтавской области есть прилет в объект инфраструктурыОккупанты ударили ракетами по Карловке.   ,2022-05-07 09:13:00
65,'Реальная Война | Украина',"Что войдет в новый пакет военной помощи США на 150 млн долларов, который анонсировал Байден: Как заявил  представитель Пентагона, Джон Кирби США предоставят Украине 25 тысяч 155-мм артиллерийских снарядов; 3 противоартиллерийских радиолокационных систем AN/TPQ-36; Электронное оборудование для подавления помех Полевое оборудование и запчасти.",2022-05-07 08:56:00
66,'Реальная Война | Украина',"Наступает новая фаза войны - рутинная, заявил советник главы ОП Алексей Арестович в эфире Фейгин Live.Он отметил, что пару месяцев будет время мелких сенсаций, также возможно, что вообще ничего не будет происходит. Надо привыкать, что это очень тяжелая фаза, когда идет перемалывание друг друга, - подчеркнул Арестович.",2022-05-07 08:19:00
67,'Реальная Война | Украина',Байрактары продолжают уничтожать оккупантов на острове ЗмеиныйОцените возможности оптики ударных БПЛА Bayraktar TB2. Более 100 км выдает вот такую картинку. Координация и съемка ударов по частям ВС РФ на острове Змеиный.,2022-05-07 08:05:00
68,'Реальная Война | Украина',"В США рассматривают возможность списания внешнего долга Украины По словам представительницы Белого дома Джен Псаки, помощь Киеву жизненно важна, поэтому будет принимать разные формы.",2022-05-07 07:35:00
69,'Реальная Война | Украина',Зеленский 8 мая примет участие в виртуальной встрече лидеров G7.Как сообщают в администрации США на встрече будет обсуждаться военное вторжение России в Украину. Дата проведения встречи избрана специально накануне подписания президентом США Джозефом Байденом закона о ленд-лизе 9 мая.,2022-05-07 07:16:00
70,'Труха⚡️Украина',Эта ракета пошла на Одессу! | ,2022-05-07 15:07:00
71,'Труха⚡️Украина',"Сумская область! Было громко! Разбираемся, пока не подтверждается прилет!",2022-05-07 14:57:00
72,'Труха⚡️Украина',Николаев! Уже 3 прилета!,2022-05-07 14:55:00
73,'Труха⚡️Украина',Хмельницкий! Область! Взрывы!,2022-05-07 14:51:00
74,'Труха⚡️Украина',Момент пролета ракеты над Черкасской областью.  | ,2022-05-07 14:51:00
75,'Труха⚡️Украина',В Одессе уже известно минимум о четырёх прилётах! | ,2022-05-07 14:47:00
76,'Труха⚡️Украина',Присылайте новости по обстановке в ваших городах.,2022-05-07 14:42:00
77,'Труха⚡️Украина',Небо над Одессой! Там сейчас ад! | ,2022-05-07 14:22:00
78,'Труха⚡️Украина',В небе над Одессой по-прежнему шумно.Работают средства ПВО и истребительная авиация. Оставайтесь в укрытиях.,2022-05-07 14:18:00
79,'Труха⚡️Украина',"Глава Полтавской ОВА Дмитрий Лунин сообщает, что ПВО сбила ракету в Полтавской области.",2022-05-07 13:50:00
80,'Труха⚡️Украина',"По Одесской области ударили 4 крылатыми ракетами, сообщает оперативное командование «Юг».",2022-05-07 01:40:00
81,'Труха⚡️Украина',"Нашим ВСУ надо ещё чуть-чуть поднажать, чтобы до рашки дошло. | ",2022-05-07 11:11:00
82,'Труха⚡️Украина',Харьковская область! Район Краснограда! Тоже прилет!,2022-05-07 09:10:00
83,'Труха⚡️Украина',Сообщают о прилёте в Полтавской области.,2022-05-07 09:05:00
84,'Труха⚡️Украина',Красивое видео боевой работы «Байрактаров» ВСУ возле острова Змеиный. | ,2022-05-07 09:01:00
85,'Война История Оружие'," Двое военнослужащих ДНР погибли, восемь пострадали за минувшие сутки, сообщили в Народной милиции ДНР.",2022-05-07 20:19:00
86,'Война История Оружие',"Ракетными комплексами Искандер в Харьковской области уничтожены крупные скопления вооружения и военной техники, доставленной из США и западных стран, а также личный состав подразделений 58 мотопехотной бригады ВСУ — Минобороны РФ",2022-05-07 19:51:00
87,'Война История Оружие'," Ракетными войсками и артиллерией в течение дня поражен 31 пункт управления и 245 опорных пунктов, районов сосредоточения живой силы и военной техники ВСУ — Минобороны РФ",2022-05-07 19:51:00
88,'Война История Оружие', В районе острова Змеины уничтожен украинский десантно-штурмовой катер Станислав — Минобороны РФ,2022-05-07 19:50:00
89,'Война История Оружие',"В районе острова Змеиный сбиты в воздухе: украинский бомбардировщик Су-24, истребитель Су-27, три вертолета Ми-8 с десантом и два беспилотных летательных аппарата Байрактар-ТБ2 — Минобороны РФ",2022-05-07 19:50:00
90,'Война История Оружие',"Высокоточным оружием на военных аэродромах уничтожены авиационная техника ВСУ, в том числе БПЛА, а также авиационные средства поражения в районах населенных пунктов Арциз, Одесса и Вознесенск — Минобороны РФ",2022-05-07 19:48:00
91,'Война История Оружие'," ДНР осуществила с украинской стороной первую с начала спецоперации взаимную передачу тел погибших военных, сообщила уполномоченный по правам человека в ДНР Дарья Морозова.",2022-05-07 19:36:00
92,'Война История Оружие',"Приказ Зеленского выполнен: все женщины, дети и пожилые люди из Азовстали были эвакуированы — вице-премьер Украины Ирина Верещук",2022-05-07 19:13:00
93,'Война История Оружие', Моменты взрывов в Одессе пару часов назад.,2022-05-07 17:25:00
94,'Война История Оружие',"  24-я мехбригада ВСУ разгромлена, Попасная перешла полностью под контроль России и ЛНР. Наступление продолжается",2022-05-07 17:08:00
95,'Война История Оружие', Болгария добивается от ЕК отсрочки эмбарго на российскую нефть на два года — председатель комиссии по энергетике парламента республики,2022-05-07 17:00:00
96,'Война История Оружие',В МИД Хорватии сообщили о задержании своего гражданина российскими военными в Мариуполе.Кто бы и откуда это мог быть? ,2022-05-07 16:26:00
97,'Война История Оружие',"  ВС Азербайджана 7 мая открыли огонь по боевым позициям ВС Армении, а также по Сотскому руднику - Минобороны АрменииОгонь был открыт в 13.00 из стрелкового оружия разного калибра, сообщает пресс-служба МО Армении. В результате один из сотрудников рудника получил огнестрельное ранение, его жизни сейчас ничего не угрожает.Ответными действиями огонь азербайджанских военных был подавлен. По состоянию на 16.30, ситуация на армяно-азербайджанской границе относительно стабильна.",2022-05-07 16:20:00
98,'Война История Оружие',В Ивано-Франковской области взрывы спутали…с грозой,2022-05-07 16:19:00
99,'Война История Оружие',В минобороны Приднестровья назвали фейком сообщения в соцсетях о проведении «мобилизации»,2022-05-07 16:02:00
100,'Война История Оружие',"Власти Донецкой Народной Республики восстановят и возвратят на прежние места памятники советским воинам, которые были разрушены при украинской власти, заявил министр культуры республики Михаил Желтяков.",2022-05-07 16:01:00
101,'Война История Оружие'," На территории Курской области боевых действий не ведётся, угроз для жителей региона нет, заявил губернатор Роман Старовойт. «Спешу успокоить жителей наших приграничных районов, которые были взволнованы выстрелами. Сегодня наша авиация работает по наземным целям на сопредельной территории», заявил Старовойт.",2022-05-07 15:47:00
102,'Война История Оружие', В Одессе.,2022-05-07 15:21:00
103,'Война История Оружие',Несколько крылатых ракет над Черкасской областью,2022-05-07 15:12:00
104,'Война История Оружие',Ракета в Одесской области,2022-05-07 15:11:00
105,'Война История Оружие', В Одессе продолжают бить по авиаремонтному заводу.,2022-05-07 02:59:00
106,'Война История Оружие', Крылатая сегодня над Черкасской областью.,2022-05-07 02:52:00
107,'Война История Оружие'," После отказа Турции передать Украине российские С-400 Вашингтон оказывает давление на Афины для передачи С-300 Киеву, пишет турецкая газета Star со ссылкой на свои источники. Ранее официальный представитель правительства Греции Яннис Иконому сообщал, что Афины не собираются отправлять на Украину системы ПРО С-300 российского производства или еще какое-либо вооружение, до этого были направлено оборонительное вооружение.",2022-05-07 14:36:00
108,'Война История Оружие',"Россия не остановится, пока не достигнет польской границы, заявил в интервью итальянской газете La Repubblica вице-спикер Госдумы Петр Толстой.",2022-05-07 14:34:00
109,'Война История Оружие',"Глава ЛНР запустил работу Луганской ТЭС в освобожденном городе Счастье, сообщает агентство.",2022-05-07 14:05:00
110,'Война История Оружие'," Группа украинских военных в районе «Азовстали» вышла с белым флагом на дорогу, где принимали эвакуированных гражданских.Навстречу им выдвинулись российские военные в качестве парламентёров, сообщает командир батальона «Восток» Александр Ходаковский.По его словам, это первый личный контакт сторон за всё время боевых действий в Мариуполе.",2022-05-07 13:50:00
111,'Война История Оружие'," По Одессе ударили 4 крылатыми ракетами, сообщает оперативное командование «Юг»",2022-05-07 13:46:00
112,'Война История Оружие'," Перевод абонентов Донецкой и Луганской народных республик на телефонный код российской системы нумерации +7 по опыту Крыма будет быстрым и займет не более месяца. В первую неделю, возможно, придется устранять технические неполадки, считает Сергей Зырянов, который с 2018 по 2020 год возглавлял Министерство внутренней политики, информации и связи Республики Крым",2022-05-07 13:42:00
113,'Война История Оружие'," Майя Санду ответила на вопрос журналистов, готова ли Молдова обратиться за помощью к Украине, «если Россия атакует». «Мы заинтересованы в разрешении приднестровского конфликта, но настаиваем на его мирном урегулировании», — сказала Санду на пресс-конференции с президентом Литвы.",2022-05-07 13:39:00
114,'Война История Оружие'," Литва намерена обсудить с союзниками по НАТО обострение ситуации в непризнанном Приднестровье на встрече в Бухаресте, сообщил президент страны Гитанас Науседа",2022-05-07 13:26:00
115,'Война История Оружие'," Россия ждет беспристрастной оценки ООН, ЮНЕСКО, и ОБСЕ инцидента с нападением на дом в Берлине, где живут российские журналисты, заявили в МИД РФ",2022-05-07 12:58:00
116,'Война История Оружие'," РФ требует от властей ФРГ и других стран ЕС и НАТО принять меры по защите российских журналистов и их семей, находящихся на их территории, сообщили в МИД РФ.В ведомстве отметили, что власти ФРГ обязаны провести тщательное расследование нападения на жилой дом, где проживают сотрудники корпунктов российских СМИ в Германии.",2022-05-07 12:49:00
117,'Война История Оружие'," Какие-либо переговоры с нынешней украинской властью исключены, так они олицетворяют собой настоящую террористическую организацию — замглавы военно-гражданской администрации Херсонской области Кирилл Стремоусов",2022-05-07 12:39:00
118,'Война История Оружие'," В Берлине предотвращена вероятная попытка осуществления теракта в отношении российских журналистов и членов их семей. Саперы подтвердили, что предмет в нише дома, где живут российские журналисты в Берлине, предположительно является СВУ, сообщили в посольстве РФ",2022-05-07 00:35:00
119,'Война История Оружие',"3 мирных жителя получили ранения, в том числе 89-летний мужчина, в результате сегодняшнего обстрела Петровского района Донецка, сообщили в представительстве ДНР в СЦКК",2022-05-07 12:08:00
120,'Война История Оружие', После сообщалось о прилете в городе Арциз Одесской области.,2022-05-07 12:05:00
121,'Война История Оружие', Такие сообщения приходят жителям Херсона.,2022-05-07 12:03:00
122,'Война История Оружие', Из «Азовстали» сегодня были эвакуированы ещё 50 человек — штаб территориальной обороны ДНР,2022-05-07 11:38:00
123,'Война История Оружие',"В Красноярском крае горят около 200 строений, несколько пилорам и детский сад, есть погибшие — МЧС",2022-05-07 11:33:00
124,'Война История Оружие'," Путин выразил соболезнования президенту Кубы в связи с трагическими последствиями взрыва в гаванском отеле «Саратога», пожелал скорейшего выздоровления пострадавшим",2022-05-07 11:31:00
125,'Война История Оружие'," Белорусские строители окажут помощь ДНР и ЛНР,  заявил посол России в Беларуси Борис Грызлов.«Я думаю, что строители из Белоруссии помогут жителям Донецкой и Луганской народных республик, чтобы к зиме они жили под крышей», – отметил дипломат.По словам посла, Белоруссии также заинтересована в оказании гуманитарной помощи республикам Донбасса.",2022-05-07 11:25:00
126,'Война История Оружие'," Силы ДНР освободили и установили контроль над 182 населенными пунктами, сообщает штаб территориальной обороны республики",2022-05-07 11:09:00
127,'Война История Оружие',"СК РФ расследует обстрел со стороны ВСУ жилых кварталов Николаевской области, сообщили в ведомстве",2022-05-07 11:08:00
128,'Война История Оружие'," Российскими ПВО перехвачены три украинские ракеты «Точка-У» и девять реактивных снарядов «Смерч» над городом Изюм Харьковской области, сообщает МО РФ",2022-05-07 10:47:00
129,'Война История Оружие'," ВКС РФ уничтожили крупное скопление поступившей от США и европейских стран вооружения и военной техники в районе железнодорожной станции Богодухов Харьковской области, сообщает МО РФ",2022-05-07 10:46:00
130,'Война История Оружие',"Заявки европейских потребителей на российский газ снизились до 92,4 миллиона кубометров, сообщил официальный представитель «Газпрома» Сергей Куприянов. Сам транзит со стороны России продолжается в штатном режиме.",2022-05-07 10:34:00
131,'Война История Оружие'," НАТО поддерживает Украину, но не собирается становиться стороной конфликта, нужно избегать распространения боевых действий на другие страны — генсек НАТО Йенс Столтенберг",2022-05-07 10:32:00
132,'Война История Оружие',"105 человек, среди которых 3 детей, погибли и ещё 464, в том числе 39 детей, пострадали в ДНР за 80 дней эскалации.Сообщили в представительстве республики в СЦКК.",2022-05-07 10:25:00
133,'Война История Оружие',"СК РФ расследует факт использования националистами людей в качестве живого щита в Харьковской области, сообщили в ведомстве",2022-05-07 10:20:00
134,'Война История Оружие'," Северная Корея уже в этом месяце может провести ядерное испытание, считает министр обороны Японии",2022-05-07 10:17:00
135,'Война История Оружие',МВД Приднестровья сообщило об обстреле территории бывшего аэродрома у села Воронково,2022-05-07 10:11:00
136,'Война История Оружие'," Совет национальной безопасности Республики Корея проведет экстренное совещание для обсуждения проведенного ракетного пуска КНДР, сообщило агентство Yonhap.",2022-05-07 10:05:00
137,'Война История Оружие'," В ДНР начали проводить тестирования перехода местного оператора мобильной связи «Феникс» с украинского кода +380 на российский +7, сообщил замминистра связи ДНР Евгений Писаренко",2022-05-07 10:04:00
138,'Война История Оружие',"ВСУ за прошедшие сутки 28 раз обстреляли территорию ДНР, выпустив 211 боеприпасов. В результате обстрелов один человек погиб, двое получили ранения, сообщили представительстве республики в СЦКК.",2022-05-07 09:45:00
